video_path,text
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwag6p.mpg,bin white at g six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwag7a.mpg,bin white at g seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwam8n.mpg,bin white at m eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwam9s.mpg,bin white at m nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwan1a.mpg,bin white at n one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwanzp.mpg,bin white at n zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwat2n.mpg,bin white at t two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwat3s.mpg,bin white at t three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwat4p.mpg,bin white at t four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwat5a.mpg,bin white at t five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwba4n.mpg,bin white by a four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwba5s.mpg,bin white by a five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwba6p.mpg,bin white by a six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwba7a.mpg,bin white by a seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbg8n.mpg,bin white by g eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbg9s.mpg,bin white by g nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbh1a.mpg,bin white by h one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbhzp.mpg,bin white by h zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbn2n.mpg,bin white by n two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbn3s.mpg,bin white by n three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbn4p.mpg,bin white by n four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbn5a.mpg,bin white by n five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbt6n.mpg,bin white by t six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbt7s.mpg,bin white by t seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbt8p.mpg,bin white by t eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwbt9a.mpg,bin white by t nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwig1s.mpg,bin white in g one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwig2p.mpg,bin white in g two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwig3a.mpg,bin white in g three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwigzn.mpg,bin white in g zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwim4n.mpg,bin white in m four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwim5s.mpg,bin white in m five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwim6p.mpg,bin white in m six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwim7a.mpg,bin white in m seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwis8n.mpg,bin white in s eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwis9s.mpg,bin white in s nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwit1a.mpg,bin white in t one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwitzp.mpg,bin white in t zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwa8n.mpg,bin white with a eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwa9s.mpg,bin white with a nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwb1a.mpg,bin white with b one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwbzp.mpg,bin white with b zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwh2n.mpg,bin white with h two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwh3s.mpg,bin white with h three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwh4p.mpg,bin white with h four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwh5a.mpg,bin white with h five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwn6n.mpg,bin white with n six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwn7s.mpg,bin white with n seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwn8p.mpg,bin white with n eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwn9a.mpg,bin white with n nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwu1s.mpg,bin white with u one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwu2p.mpg,bin white with u two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwu3a.mpg,bin white with u three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\bwwuzn.mpg,bin white with u zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbad6n.mpg,lay blue at d six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbad7s.mpg,lay blue at d seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbad8p.mpg,lay blue at d eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbad9a.mpg,lay blue at d nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbak1s.mpg,lay blue at k one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbak2p.mpg,lay blue at k two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbak3a.mpg,lay blue at k three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbakzn.mpg,lay blue at k zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbaq4n.mpg,lay blue at q four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbaq5s.mpg,lay blue at q five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbaq6p.mpg,lay blue at q six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbaq7a.mpg,lay blue at q seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbax8n.mpg,lay blue at x eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbax9s.mpg,lay blue at x nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbay1a.mpg,lay blue at y one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbayzp.mpg,lay blue at y zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbe1s.mpg,lay blue by e one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbe2p.mpg,lay blue by e two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbe3a.mpg,lay blue by e three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbezn.mpg,lay blue by e zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbk4n.mpg,lay blue by k four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbk5s.mpg,lay blue by k five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbk6p.mpg,lay blue by k six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbk7a.mpg,lay blue by k seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbq8n.mpg,lay blue by q eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbq9s.mpg,lay blue by q nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbr1a.mpg,lay blue by r one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbbrzp.mpg,lay blue by r zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbby2n.mpg,lay blue by y two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbby3s.mpg,lay blue by y three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbby4p.mpg,lay blue by y four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbby5a.mpg,lay blue by y five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbid2n.mpg,lay blue in d two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbid3s.mpg,lay blue in d three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbid4p.mpg,lay blue in d four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbid5a.mpg,lay blue in d five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbij6n.mpg,lay blue in j six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbij7s.mpg,lay blue in j seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbij8p.mpg,lay blue in j eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbij9a.mpg,lay blue in j nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbiq1s.mpg,lay blue in q one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbiq2p.mpg,lay blue in q two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbiq3a.mpg,lay blue in q three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbiqzn.mpg,lay blue in q zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbix4n.mpg,lay blue in x four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbix5s.mpg,lay blue in x five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbix6p.mpg,lay blue in x six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbix7a.mpg,lay blue in x seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwe4n.mpg,lay blue with e four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwe5s.mpg,lay blue with e five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwe6p.mpg,lay blue with e six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwe7a.mpg,lay blue with e seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwk8n.mpg,lay blue with k eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwk9s.mpg,lay blue with k nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwl1a.mpg,lay blue with l one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwlzp.mpg,lay blue with l zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwr2n.mpg,lay blue with r two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwr3s.mpg,lay blue with r three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwr4p.mpg,lay blue with r four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwr5a.mpg,lay blue with r five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwy6n.mpg,lay blue with y six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwy7s.mpg,lay blue with y seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwy8p.mpg,lay blue with y eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lbwy9a.mpg,lay blue with y nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaf4n.mpg,lay green at f four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaf5s.mpg,lay green at f five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaf6p.mpg,lay green at f six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaf7a.mpg,lay green at f seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgal8n.mpg,lay green at l eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgal9s.mpg,lay green at l nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgam1a.mpg,lay green at m one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgamzp.mpg,lay green at m zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgas2n.mpg,lay green at s two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgas3s.mpg,lay green at s three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgas4p.mpg,lay green at s four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgas5a.mpg,lay green at s five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaz6n.mpg,lay green at z six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaz7s.mpg,lay green at z seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaz8p.mpg,lay green at z eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgaz9a.mpg,lay green at z nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbf8n.mpg,lay green by f eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbf9s.mpg,lay green by f nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbg1a.mpg,lay green by g one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbgzp.mpg,lay green by g zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbm2n.mpg,lay green by m two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbm3s.mpg,lay green by m three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbm4p.mpg,lay green by m four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbm5a.mpg,lay green by m five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbs6n.mpg,lay green by s six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbs7s.mpg,lay green by s seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbs8p.mpg,lay green by s eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgbs9a.mpg,lay green by s nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgif1s.mpg,lay green in f one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgif2p.mpg,lay green in f two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgif3a.mpg,lay green in f three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgifzn.mpg,lay green in f zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgil4n.mpg,lay green in l four now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgil5s.mpg,lay green in l five soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgil6p.mpg,lay green in l six please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgil7a.mpg,lay green in l seven again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgir8n.mpg,lay green in r eight now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgir9s.mpg,lay green in r nine soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgis1a.mpg,lay green in s one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgiszp.mpg,lay green in s zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgiz2n.mpg,lay green in z two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgiz3s.mpg,lay green in z three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgiz4p.mpg,lay green in z four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgiz5a.mpg,lay green in z five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwa1a.mpg,lay green with a one again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwazp.mpg,lay green with a zero please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwg2n.mpg,lay green with g two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwg3s.mpg,lay green with g three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwg4p.mpg,lay green with g four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwg5a.mpg,lay green with g five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwm6n.mpg,lay green with m six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwm7s.mpg,lay green with m seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwm8p.mpg,lay green with m eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwm9a.mpg,lay green with m nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwt1s.mpg,lay green with t one soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwt2p.mpg,lay green with t two please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwt3a.mpg,lay green with t three again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lgwtzn.mpg,lay green with t zero now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrae2n.mpg,lay red at e two now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrae3s.mpg,lay red at e three soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrae4p.mpg,lay red at e four please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrae5a.mpg,lay red at e five again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrak6n.mpg,lay red at k six now
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrak7s.mpg,lay red at k seven soon
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrak8p.mpg,lay red at k eight please
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrak9a.mpg,lay red at k nine again
C:\Users\Naman\Desktop\Files\kagglehub\datasets\mohamedbentalb\lipreading-dataset\versions\1\data\s1\lrar1s.mpg,lay red at r one soon
